quest	title	category	confidence	detail
32158	Two Step Program	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32159	Circle of Life	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32173	Build Portal 01	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32174	Build Portal 01	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32197	Mystery Meatloaf	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32199	Krasarang Steampot	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32205	Gather Scout Reports	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32210	Kill mogu boss for key, use object behind jumping puzzle	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32214	Bilgewater Infiltrators	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32221	Storming the Beach	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32229	Kill Roaming Troll War Party	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32275	Surgical Death	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32286	Kill Mogu Blood-seekers (Roaming pairs, actively fighting scouts, and performing rituals on corpses)	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32292	Forge Ahead!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32294	Raining Bones	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32306	Lumber Collection Tracking	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32433	Undermining the Under Miner	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32440	Whispering Pandaren Spirit	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32446	Dis-Assembly Required	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32450	The Time Is Now!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32451	Send A Message	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32452	And Then There Were Goblins	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32492	Destroy Cauldrons	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32521	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32522	Imposing Threat	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32523	The Beast Pens	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32524	The Beating of Troll Drums	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32561	Competing Magic	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32563	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32564	Zandalari on the Rise	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32565	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32567	The Beast Pens	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32568	No Time To Rest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32570	Gather Scout Reports	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32579	Competing Magic	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32580	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32581	Imposing Threat	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32582	Raining Bones	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32583	Zandalari on the Rise	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32584	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32585	Encroaching Force	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32587	Forge Ahead!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32604	Beasts of Fable Book I	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32722	Forge Ahead!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32723	reuse me	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32724	Forge Ahead!	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32826	Re-Use Me	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32827	Re-Use Me	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32868	Beasts of Fable Book II	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32869	Beasts of Fable Book III	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32910	reuse me	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32949	Tracking Quest: Guru Kukuru	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32959	Tracking Quest - Daily - Zhu-Gon the Sour/Skunky Beer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32961	Scary Ghosts and Nice Sprites - Tracking Quest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32962	"""Tom"" Bone Apart - Tracking Quest"	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32964	Tracking Quest: Ghost Pirate Battle - Completed	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32965	Tracking Quest: Ghost Pirate Battle - Looted Treasure	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32966	Tracking Quest - Daily - Chelon	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32972	Avatar of Flame Transform Tracking Quest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
32973	Avatar of Flame Kill Tracking Quest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33124	Fishing with Fin - Tracking Quest	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33146	Noodle Time	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33292	Tracking Quest - Daily - Karkanos	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33293	Tracking Quest - Daily - Spirit of Jadefire	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33294	Tracking Quest - Daily - Gu'chi the Swarmbringer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33295	Tracking Quest - Daily - Emerald Gander	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33296	Tracking Quest - Daily - Ironfur Steelhorn	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33297	Tracking Quest - Daily - Great Turtle Furyshell	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33298	Tracking Quest - Daily - Leafmender	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33299	Tracking Quest - Daily - Champion of the Black Flame	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33300	Tracking Quest - Daily - Garnia	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33301	Tracking Quest - Daily - Bufo	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33302	Tracking Quest - Daily - Monstrous Spineclaw	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33303	Tracking Quest - Daily - Imperial Python	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33304	Tracking Quest - Daily - Tsavo'ka	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33305	Tracking Quest - Daily - Stinkbraid	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33306	Tracking Quest - Daily - Jakur of Ordon	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33307	Tracking Quest - Daily - Rock Moss	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33308	Tracking Quest - Daily - Urdur the Cauterizer	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33309	Tracking Quest - Daily - Flintlord Gairan	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33310	Tracking Quest - Daily - Cinderfall	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33311	Tracking Quest - Daily - Huolon	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33312	Tracking Quest - Daily - Archiereus of Flame	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33313	Tracking Quest - Daily - Evermaw	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33314	Tracking Quest - Daily - Dread Ship Vazuvius	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33315	Tracking Quest - Daily - Golganarr	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33316	Tracking Quest - Daily - Zesqua	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33322	Tracking Quest - Daily - Watcher Osu	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33348	"""Tom"" Bone Apart - Intro Tracking Quest"	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
33358	Noodle Time: Bonus	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
34060	Krasarang RRP - Daily Vignette - Rogue Boss	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
34061	Krasarang RRP - Daily Vignette - Priest Boss	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
34062	Krasarang RRP - Daily Vignette - Warrior Boss	missing_ender	suspected	No static NPC/object relation; script/automatic handling must be checked
